online_comment_id,class_id,user_id,online_comment_content
310,49,863,저도 각인 몇글자까지 가능한지 궁금합니다
311,50,864,주소도 안적었는데 구매하려니 도서산간이라고 3천원이 추가가 되네요..
312,50,865,"위에 댓글 보니까 끼우기만 하면 된다고 하셨는데 
그럼 배송은 분리되서 와서 온거 그냥 조립만 하면 되는게 맞나요?
그리고 처음 조립하고나서도 추후에 편의에 따라 분리가 가능한가요?
아님 한번 조립하면 해체가 안되나요?"
313,50,866,상판하판사이즈로만나와 대략사이즈가 짐작이어렵네요 조립했을때 대락사이즈 부탁드려요
314,50,867,"배송 포장 뜯어보고 조립해야 해서 걱정되었는데 해보니까 넘 쉬워서 좋았어요^^
탁자주변에 널려있던 책들을 꽂아서  탁자옆에 두었더니 정리와 인테리어 효과까지 두마리 토끼를 잡았습니다.감사합니다^^"
315,50,868,자작나무 책꽃이 사이즈를 지금보다 두배크기로 제작 가능한가요?
316,50,869,조립할때 좀 애먹은거 빼곤 다 좋아요~~저만의 책꽂이 입니다..행복합니다~
317,50,870,제주배송가능할까요?
318,50,871,좀 작은 사이즈를 판매하실 계획은 없으신가요?ㅠ.ㅠ
319,50,872,제건  누락된걸까요 16일주문넣었는데 언제 배송되나요
320,50,873,안녕하세요 언제쯤 배송될까요~~~??
321,51,874,당도가 많이 높나요?
322,51,875,500그람 딸기+패션후르츠 세트 주문하려 하는데요 그럼 총 1키로가 오는건가요? 어른께 선물하려 해서 위에 올려놓으신 사진처럼 곰은 박스에 포장되어 오는거 맞나요?
323,51,876,딸기청 500g반반딸기청 이란 무엇인가요? 딸기가  500g의 반 250g이 들었다는 것인가요?
324,51,877,500g하나 구매하려는데 하나도 포장이 되나요?
325,51,878,반반 딸기청과 레몬청 세트로 주문하며 선물 포장되서 오나요?
326,51,879,바로 주문하면 금요일 이전에 받을 수 있을까요?
327,51,880,주문 안되나요ㅠㅠ?
328,51,881,"500g 두병 세트상품은 포장 되는 건가요?
혹시 각각 포장도 가능한가요?"
329,51,882,언제까지판매하나요
330,51,883,재주문하려는데 주문창이 안열려요 
331,52,884,혹시 제품을 구매하고 어떤식으로 먹으면 좋은지 알수있을까요~?
332,52,885,제품 구매했는데 언제쯤 발송될 지 알 수 있을까요?
333,52,886,"저도재구매하러왓다글냉겨요~~
넘맛있어요~짱!!
번창하시고건강하세용"
334,52,887,바로 주문하면 금요일 이전에 받을 수 있을까요??
335,52,888,저 금요일로 발송일 설정해놨는데 토요일에 받을 수 있을까요ㅠㅠ
336,52,889,오늘 구매 했는데 설 이후에 받을 수 있나요~?
337,52,890,8일 추가 출고건 안보내셨나요?ㅠ 기존 5일출고건은 토요일 수령했는데 어제 출고건은 따로연락없네요
338,52,891,안녕하세요 지금 구매하면 혹시 내일 오전 중으로 받을 수 있을까요??
339,52,892,아니면 오프라인으로 구매 가능한가요?
340,52,893,흰우유 안먹는 아이가 딸기우유해주니 잘먹어서 재구매했어요^^
341,53,894,저두시음신청해요!
342,53,895,시음 신청같이 하려하는데 구매창에 없네요
343,53,896,"첫문구.
지금껏 마셔본 커피중 가장 맛있지 않다면 전액환불 이란 문구만 보고 주문하고 싶어졌어요..시음도 함께 신청가능한가요?"
344,53,897,"주문한 커피가 오늘 배송왔는데 무료시음은 오지않았네요 ㅜㅜ 따로 요청을해야했던건지,,, ㅜㅜ"
345,53,898,"그냥 주문을 하면 무료시음을 챙겨줘야하는거 아닌가요?댓글들을 보니,, 주문시 어디에도 체크할방법이 없고.다들 오지않았다고 하는데,,, 조금 아쉽네요 ㅜㅜ"
346,53,899,"개봉 후에는 얼마 정도 안에 다 먹어야하나요?
유통기한 제조일로부터 45일이란 안내는 보았는데
개봉 후에는 대략 어느 정도 안에 먹어야할지 문의드립니다~"
347,53,900,디카페인도 무료시음 서비스 넣어주세욥ㅠㅠ
348,53,901,주문해서 잘받았는데 무료시음은 별도로 발송안해주시는건가봐요?ㅠㅠ
349,53,902,시음신청하고싶습니다.
350,53,903,11시 넘었는데.. 지금 주문하면 오늘발송 안될까요?
351,54,904,보통 유통기한이 얼마나 되나요? 선물하려는데 미리 사둘까 해서요 ㅜㅜ
352,54,905,카페인이 있는 경우 기존 커피 대비 어느정도 카페인이 함유 되어있는지 알 수 있을까요?
353,54,906,500ml는 디카페인 헤이즐넛이랑 디카페인바닐라는 없나요?
354,54,907,"17일 주문인데,출고도 안됐어요..설 배송이랑 같이 주문해서 누락된건지, 확인부탁드립니다.. 선물할거 있었는데........ㅠㅠ"
355,54,908,어떤 맛이 가장 잘나가나요?
356,54,909,"항상 500짜리 세병 구입하는데 일회용품 줄여보고자 일리터로 구매하려 했더니 더 비싸네요,,,, 흐규 "
357,54,910,포장이 2종류이던데 각각포장후의 모습 사진을 볼 수 있을까요??
358,54,911,카페인 함량이 어느정도 되요?
359,54,912,개인적으로 아메리카노 마실때 산도높은 커피를 좋아하지 않지만 라떼는 산미가 좀 있는게 맛있더라구요. 라떼로 먹기엔 젤 좋은 원두 추천해주세요 :)
360,54,913,바닐라베이스는 바닐라 시럽만 판매하는게 아니라 바닐라시럽과 커피가 같이 섞여있는게 맞나요?
361,55,914,라이트 헤이즐넛더치 냉장보관으로 얼마나 할 수 있나요?? 그리고 라이트 헤이즐넛 더치는 그냥 헤이즐넛 더치랑 비교했을때 카페인이 어느정도 덜 들어간건가요?
362,55,915,작가문의에 채팅남겼습니다 확인해보시고 답변 부탁드립니다
363,55,916,작가님 디카페인은 언제 다시 판매하시나요?
364,55,917,작가님 희석은 물이랑 어느정도 섞으면 되나요~?
365,55,918,고소라떼는 우유 타먹는거에요?
366,55,919,안녕하세요 달콤커피는 라떼용인가요?? 달아서 달콤인가요??
367,55,920,혹시 코스타리카 따라주 할인 일요일까지일까요??
368,55,921,아메리카노와 비슷한 원액을 사려면 무엇을 가장 추천하시나요?
369,55,922,안녕하세요 혹시 지금 구입하면 내일 오전중으로 받을 수 있을까요?? 아니면 오프라인으로 구매도 가능할까요?
370,55,923,콜롬비아 카페인 함량이 궁금합니다
371,56,924,주말에 시켰는데 언제 배송되나요~~?
372,56,925,"월요일에 주문했는데..  언제발송되나요? 
내일도 발송안되면 요번주는 못받겠네요ㅜㅜ
"
373,56,926,왜 아직 안오는걸까요?
374,56,927,임산부가먹어도되요??
375,56,928,25개월 아이가 마실건데 괜찮을까요?
376,56,929,어제주문했는데 언제쯤배송될까요?
377,56,930,주문을 잘못했는데 취소가 가능할까요?
378,56,931,주문 취소 부탁드립니다
379,56,932,주소 누락된 게 있어 대화창에 보내드렸어요. 확인부탁드립니다!
380,56,933,보리차를 끓여먹는데 거름망에넣고 끓여먹어도 괜찮나요? 약 3.5리터정도되는데 몇개쯤넣어야하나요?
381,57,934,돼감차 안하시나했는데 드디어~~! 주문할께요
382,57,935,"작가님~ 재주문하고, 주소관련해서 실수가 있어서..ㅠㅠ 수정 메시지 보냈습니다! 확인부탁드려요~^^"
383,57,936,"정말 효과가 좋아요! 선물용으로 좋을것 같아요♡ 7월 할인 끝나기전에  뱃살 많은 친구, 언니들 선물로 사야겠어요!^^"
384,57,937,01083322835 문릐하고 싶어거요
385,57,938,찬물에 그냥넣어서 마셔두되나요:)?
386,57,939,안녕하세요~ 돼지감자를 잘라 말린제품인가요??
387,57,940,작두콩이랑 돼지감자랑 섞어서 먹어도되는가요??
388,57,941,돼지감자차랑 같이 보리차나 옥수수나. . .  같이 섞어 우려먹어도 되나요?
389,58,942,작가님 오늘주문했는데 언제 배송될까요
390,58,943,15000원에 2병 배송되는거죠?
391,58,944,11일에 시키면 언제 배송되는건가요??
392,58,945,500짜리 두개오는건가요?
393,58,946,"어제 도착해서 넘 맛나게 먹고있어요~~^^
방금 추매했어요~~~~~~~^^♡
감사해요^^"
394,58,947,오늘주문하면 당일발송가능할까요? 선물하려고해서요 금요일 오전에드려야해서 가능하면 시키려고요ㅠ.ㅠ
395,58,948,방금결제 4개 했는데 월요일 받아볼수 있을까요??
396,58,949,3시넘어서 결제해서...취소요청드렸습니다..
397,58,950,배송가능한지...답변좀부탁드리고 가능하시면 취소 하지않고 배송해주세요
398,58,951,1월 30일날 주문했는데 언제 배송되나요
399,59,952,무설탕 딸기주스가 흔치 않은데 맛있는 딸기로 만들어서 더 기대 됩니다!
400,59,953,오 딸기청만 주문했는데 쥬스도 있네요ㅎㅎ
401,59,954,딸기쥬스 오늘오전에 결재해도 오늘 발송 힘들겠죠?
402,59,955,생과일 쥬스처럼 그냥 요것만 먹어도 되겟죠?
403,59,956,언제 배송될까요?
404,59,957,이제 이거 넘맛있어서 다흔주스못먹겠어요 ㅠㅠㅠ 책임지세요 ㅠㅠ 
405,59,958,"냉동보관했다가 해동할 때, 방법이나 팁이 있을까요?ㅎㅎ 실온에서? 냉장에서? 해동 후에는 개봉해서 1-2일 안으로 먹으면 될까요?"
406,59,959,🍓 딸기청에 이어서 딸기쥬스도 먹고싶네요 ㅎㅎ
407,60,960,2000원이면 팩한개의 가격인가요?
408,60,961,18번 달콤한 하루는 제작형일 때는 어디를 변경할 수 있는건가요? 안 나와있어서요~
409,60,962,유통기한은 어떻게 되나요?
410,60,963,유통기한이 보통 제조일로부터 얼마정도까지인가요? 
411,60,964,두가지 시안을 섞어서 구매는 안되나요? 
412,60,965,"사장님 열시 넘어서 신청했고 제작으로 
문구 별도 입력했는데 방금 발송되서 당황스러워서요
묹
문구요청 반영됐나요?"
413,60,966,"작가님 추가 구입하려는데요
35개 구입하고 디자인은 동일하게 진행할 수있나요?
생일축하만 낱개더라구요"
414,60,967,한팩에 커피티백하나들어있는건가요??
415,60,968,유통기한이 어느정도인가요?
416,60,969,작가님 오늘 발송된 커피 유통기한은 언제까지인가요??
417,61,970,생딸기청 172개 선물포장 각 1개씩해서 30일에 받아볼수있을까요??
418,61,971,유통기한이 얼마나 될까요?
419,61,972,어떤 설탕이 들어가나요?🙂
420,61,973,혹시 총10개주문할껀데 2월4일에 받아볼수있게 배송가능할까요? 선물할꺼라 배송 맞춰주시면 바로 주문할께요
421,61,974,그럼 제가 담주 월요일(2/1)에 주문을 하면 될까요? 
422,61,975,10개 주문하려고 하는데 2월 8일 발송 가능한가요??
423,61,976,5일에 시키면 혹시 8일에 받아볼수있을까요? 늦어도 9일에요!
424,61,977,오늘 주문하면 15일 발송인가요ㅠㅠㅠㅠㅠㅠ   설전에는 못받아용..?
425,61,978,메세지 확인 부탁드립니다 ㅠ
426,61,979,작가님 방금 구매해서 요청사항 남겼는데 확인하시고 답글 부탁드려요!
427,62,980,아이가 마셔도 괜찮을까요? 😅
428,62,981,이거 유통기한은 얼마나 되나요?
429,62,982,3~4스푼 사용시 몇잔 정도 나올까요?
430,62,983,유기농설탕이면 비정제설탕인가요??
431,62,984,오늘 주문했는데 언제쯤 출고될까요?
432,62,985,"여러가지 방법으로 마셔보고 후기 남기느라 이제야 댓글다네요~~ 차가운물에 타마셔도 시원하니 맛있고 따뜻한차로 만들어먹으니 어머니가 매우 좋아하셨어용 ㅎㅎ 탄산수에도 타마셔보고 구매후기에 토닉워터와 술과 섞어마시면 맛있다길래 저도 그렇게 먹어봤는데 너무 맛있더라구요,, 전 소주+토닉워터+민트 이렇게 넣어서 만든게 제일 맛있었어요.. 앞으로 술에는 이 시럽같습니다. 그냥 탄산수에만 타마셔도 청량한 에이드같이 매우 맛있어요 ㅠㅠ ,, 앞으로 과일시럽은 다솔만 이용할겁니다,,"
433,62,986,혹시 한병에 라임 몇개 들어가는지 알수있을까요?
434,62,987,6월 8일 날 주문했는데 언제 배송해주시는지요~?
435,62,988,27일에 주문했는데 언제쯤 배송해주시나요??
436,62,989,10/6주문했는 데 언제 배송되나요? 어느 택배사로 배송되나요?
437,63,990,지금 주문이 안되는 건가요??
438,63,991,언제 발송가능한가요? 메세지 답변부탁드려요ㅠㅠ
439,63,992,안녕하세요. 모임수제청입니다💛댓글은 확인을 잘못하네요ㅜㅜ 메세지는 빠른답변 가능하세요! 메세지 답변이 느릴땐 수제청 작업중이라 그래요..ㅠㅠ확인하면 늦은시간이라두 답변드리니 메세지 부탁드려요❤️
440,63,993,유자10개랑 레몬 9개 주문하고 싶은데 지금 안되는 건가요..ㅠㅠ
441,63,994,메세지 확인 좀 부탁드립니다.. 그래야 다시 주문을 하던 할텐데 말이죠;
442,63,995,어제 주문했는데 언제 발송되나요? ㅠㅠ
443,63,996,오늘주문하면 언제받을수있나요
444,63,997,"오늘주문하면 언제 받을수있나요?
명절선물로  쓸거라서요~ 설날"
445,63,998,오늘 주문하면 16일까지 받을 수 있을까요?
446,63,999,오늘 저녁에 주문하면 19일까지 받을수 있을까요??ㅠㅠ
447,64,1000,"안녕하세요, 날씨 때문에 혹시 아이스 포장 필수로 선택해야할까요??"
448,64,1001,Q. 병 내부에 뭉치거나 가라앉는 것이 있어요.
449,64,1002,이번에 요청사항에 무료시음요청을 안썻는데 ㅠ 다음에라도 신청해볼슈잇나요?
450,64,1003,Q. 실온 보관 및 배송 지연 보상 안내
451,64,1004,입점 할인 며칠까지 하시나요~?
452,64,1005,물얼마나 타서먹나요
453,64,1006,에스프레소랑 리스트레소? 둘의 차이가 뭔가요?? 에스프레소는 일반 카페에서 마시는 그 에스프레소랑 같은거라고 봐도 될까요??
454,64,1007,그래도 신선한 커피 마시고 싶어서 ㅎㅎ 아이스포장 주문으로 다시 했어요 산미 있는걸 좋아하는데 넘 찾아다녔아요ㅠㅠ
455,64,1008,"에스프레소와 리스트레소 둘 중 하나만 시음해 볼 수 있는 건가요, 아니면 둘 다 한 번씩 시음해 볼 수 있는 건가요? 참고로 에스프레소는 이미 시음해 봐서(리스트레소가 없던 시절에 ㅠㅠ) 리스트레소가 궁금해서요 😂"
456,64,1009,카페인 함량이 어느정도 되나용??
457,65,1010,개당 중량이 어떻게 되나요?
458,65,1011,"안녕하세요..^^
플레인스콘은 110g ,  나머지 스콘은 70g 으로 하고 있습니다.
다만,  오븐에너서 구워지는 정도에 따라2~3g정도 차이날수있습니다. "
459,65,1012,제주도 배송되나요?
460,65,1013,할인 언제까지 하시나요??
461,65,1014,안녕하세요 배송정보는 어디에 문의드려야 하는지 몰라 여기에 남겨요 제가 14일 주문을 했는데 혹시 언제쯤 도착이 될까요? 제가 내일부터 집을 비우게 되어 문의드립니다 좀더 늦어지는건 상관없는데 식품이다보니 문앞에 한동안 두게될까 걱정이 되서요 
462,65,1015,오늘 배송되면 내일 도착되는 걸까요?  그렇다면 목요일 배송으로 늦춰주시면 감사하겠습니다 ~ 
463,65,1016,"제가 17일에 주문햇는데, 언제쯤 받을 수 있나요? 지금 주문이 많아 일주일정도 생각하고 있긴 해요."
464,65,1017,제가  스콘 넘 사랑하는데 이건 정말 대박강추합니다 애정하게 될거같아요 겉바속촉 그자체
465,65,1018,영양정보와 칼로리 궁금해요~!
466,66,1019,23~24개씩 총 3명한테 보내고싶은데 묶음배송 되나요?그리고 간단한 축하문구 넣을 수 있을까요?
467,66,1020,허니갈릭 너무 맛있었는데 없어져서 슬퍼요. 재입고 기다려요. 꼭 추가 부탁드립니다.
468,66,1021,사장님 품절은 언제 풀릴까요??ㅠㅠ
469,66,1022,7일 출고라면 담주 월요일에̆̎ 받는 건가여?혹시 이번주 토요일에̆̎ 받을 수는 없을까여?ㅜ
470,66,1023,3일출고라고 써있는데 출고된걸까요? 운송장번호나 배송현황이 궁금해요
471,66,1024,맛은 좋은데 꼬끄가 원래 이렇게 딱딱한가요...?? 먹다 이나가는줄 알았어요...
472,66,1025,마카롱 종류 바꾸고싶어서 주문 취소요청드렸는데 확인부탁드려요ㅠㅠ
473,66,1026,2개씩 소포장도 가능한가요?
474,66,1027,메세지 문의했는데 답변 좀 주세요! 취소신청 후에 재주문문제로 문의드렸어요 2021-02-14 주문건요
475,66,1028,주문 추가하면 같이 묶어서 배송해줄수 있나요?
476,67,1029,"대략적인 칼로리확인도 어려울까요?
구입하고싶지만 먹어도 될지 솔직히 걱정되서 주문못하겠어요"
477,67,1030,나폴리 재주문하고 싶은데 언제 가능할까요?
478,67,1031,지금시키면 내일 발송되나요??
479,67,1032,바질은 판매안하나요?
480,67,1033,쿠캣마트에서   같은맛 3종 팔던데 같은곳인가요?
481,67,1034,배송언제 되나요? 주문한지 며칠이 지났는데 여기서 시킨것만 안오네요?
482,67,1035,제주도 배송안되나요
483,67,1036,새우는 익힌 새우인가요?
484,67,1037,혹시 최근에 용기가 바뀌었나요? 지난달과 이번달 모두 같은 용량을 주문했는데 용기 모양이 달라요. 둘 중에 하나가 오배송됐나 싶어서요.
485,67,1038,바질 아보카도 활용 요리는 어떤게 있을까요?! 간단한 요리법 등은...없겠죠?! 활용법이 안내되어있으면 더욱 다양하게 활용할 수 있을 것 같아요!
486,68,1039,"치즈칙핀이 최고였는데ㅠ치즈맛도 나오나용,,?"
487,68,1040,어머이건사야해하고보니 후기가 극과극이네요 ;; 제조과정에서 차이가 있었던건가요 사람마다 느끼는 차이인가요? 개인차면 구매해보겠지만 계속 같은품질이 나오지않는다면 주저되네요ㅜ 칙피스틱 싫어하시는분들도 아니고 좋아하는분들이 비리다 푸석하다하시니 걱정되요;; 
488,68,1041,개당 칼로리 알 수 잇나요?
489,68,1042,진짜 후기가 극과극.. 빵부분 고무맛 난다그래서 보류중입니당ㅜ
490,68,1043,작가님 메세지 확인 부탁드려요
491,68,1044,"안녕하세요 다앤하입니다

기존 레시피는 호불호가 상당히 갈리는
쫀득 or 질긴 식감이였어서
1/14일의 제조(발송)건 부터는
조금더 부드러운 식감의 칙피쇼콜라로 레시피가 변경되었습니다😭🙏🏻"
492,68,1045,덜달게해주세용
493,68,1046,다른 칙피쇼콜라는 식이섬유 함량도 적혀있던데 녹차맛도 궁금해요! 혹시 식이섬유가 있다면 어느정도인지 알 수 있을까요?
494,68,1047,녹차칙피파운드는 열량이 어떻게 되나요??
495,68,1048,저도 좀 덜 달았으면 좋겠어요...첫입은 너무 맛있는데 넘 달아서 중간에 좀 쉬었다가 먹었어요 ㅎㅎ그래도 맛있습니다!
496,69,1049,팥에 견과류가 들어가나요? 알러지가 있어서요 ㅠ
497,69,1050,4일발송이면 5일이면 도착할텐데 보관방법은 어떻게될까요?ㅜㅜ설날 선물로 드릴꺼라서요
498,69,1051,일요일에 주문했는데 언제 발송되나요??
499,69,1052,"4일 출고 마감이면 9, 10일에 받아 볼 수 있게 가능한가요??"
500,69,1053,"제가 설전배송으로 주문했나요? 내일 받을수있는지 앟곳
알고싶어요"
501,69,1054,목요일날 주문했는데 발송은 된건가요?
502,69,1055,"제가2월17일에 출고해달라고했는데 날짜 변경할께요.
2월24일 출고로 변경해주세용"
503,69,1056,다음주 목요일에 받고 싶은데 화요일 출고가 좋을까요 수요일에 출고요청드려도 될까요?
504,69,1057,조금전에 주문했는데 내일출고해서 목요일에 수령 가능하나요??
505,69,1058,제주도로 선물 보낼껀데 금요일 오전에 시켜도 괜찮을까요?
506,71,1059,작가님 메세지 확인 부탁합니다!
507,71,1060,🤍
508,71,1061,작가님 메세지 확인 부탁드립니다~!
509,71,1062,메세지 확인부탁드려요^^
510,71,1063,작가님 매세지 확인 부탁드려요 !
511,71,1064,오늘 주문들어가서 픽업하면 금요일에 받을수있는건가요?
512,71,1065,작가님 메세지 확인 부탁드립니다 !!
513,71,1066,작가님!! 메세지 확인 부탁드려요!!♡
514,71,1067,메세지 확인부탁드려요!!
515,71,1068,작가님 바쁘시네요...답이 늦으심ㅠㅠ
516,72,1069,3개주문햇는데요쇼핑백구매하고싶어용
517,72,1070,지금시켜도 2월 7일에 예약배송 되나요?
518,72,1071,3개 주문했어요. 쇼핑백 구매 원해요
519,72,1072,혹시 지금 주문하고 17일정도에 예약배송도 가능한가요?
520,72,1073,혹시 9일~10일 수령을 하고싶으면 언제 주문해야하나요 ??
521,72,1074,지금 주문하면 발송은 언제 인가요?!
522,72,1075,"2월7일 23시네요
지금주문하면 설전에 받을수있는지요
되면쇼핑백도 주문히고싶어요"
523,72,1076,배송받고 냉장보관하면 유통기한이 얼마나될까요?
524,72,1077,안녕하세요 작가님! 18일 주문시 26일까지 수령이 가능할까요?
525,72,1078,10개 구매했는데 쇼핑백 오픈 부탁드려요!
526,73,1079,정확히 몇개가 오는건가요?? 한봉지당 이요
527,73,1080,제주 배송 아직도 안되나요?
528,73,1081,수입밀인가요
529,73,1082,어제주문했는데 언제배송해주세요? 주말끼면 월욜에배송되나요?
530,73,1083,19일 밤에 주문했는데 만오천원어치를 주문 취소했어요. 받으실 분이 집에 안계실 거같아서 며칠뒤에 다시 주문하겠습니다. 취소 가능하죠??
531,73,1084,안녕하세요! 혹시 견과류가 들어가나요 ?
532,73,1085,8일에출발해서 11일배송예정이던데 어떻게 먹나요?시간이 너무지나면ㅠ 배송일을 좀 마춰주셔야되는데
533,73,1086,지난 금요일 오전에 주문했는데 언제 발송될까요?
534,73,1087,칼로리랑 영양성분궁금해요
535,73,1088,작가님 메세지 남겼는데 ㅠㅠ 제가 급해서...!ㅠㅠ
536,74,1089,선물 쇼핑백엔 몇개까지 들어가나요?? 2개구매하고싶은데 쇼핑백 2개구매하면되나욥*(
537,74,1090,메시지 확인 부탁드려요!
538,74,1091,"2월5일에 결제하면 설전에받을수잇는거죠?
"
539,74,1092,2월6일에 받고싶은데 메세지 확인 부탁드립니다ㅠ
540,74,1093,오늘 주문했어요. 메세지 남길수 있을까요?
541,74,1094,안녕하세요 귀사의 상품을 매입하고 싶습니다. 업무협의 가능한 번호나 메일좀 알수 있을까요?
542,74,1095,"미리 받아서 혹시 몰라 냉동보관중인데 14일까지 아직 날짜가 많이 남아서요.
보관방법이 냉장보관이던데 냉동보관해도 상관없을까요?"
543,74,1096,한곳은 설전에 한곳은 이번주까지 보내달라부탁드렸는데 두곳 다 오늘배송되네요ㅠㅠㅠㅠㅠ
544,74,1097,안녕하세요~오늘 배송 받았습니다! 아직 14일까지 일주일 정도 남아서 그때까지 냉장보관 해놔도 제품에 문제있거나 유통기한 괜찮을까요!ㅜ
545,74,1098,감사스티커는 어떤건지 볼수있나요?
546,75,1099,"선물함을통해 주문했는데
출고가 언제될까요?"
547,75,1100,"이제까지 먹어본것중 최고입니다.
너무 맛있어서 이번에 선물도 할겸 재주문 하였습니다^^"
548,75,1101,18개 시켜서 6개 포장용기로 3개 나눠 받을 수 있을까요?
549,75,1102,지금 주문하면 2월1일 출고되나요?
550,75,1103,"사랑하눈 다홍 작가님♡ 2월 10일전에 받고싶은데..
언제쯤 주문해야 하나요ㅠㅠㅠㅠ 헷갈려서요.."
551,75,1104,취소부탁드려요
552,75,1105,2월14일에 선물하려고 하는데 지금 주문해도 될까요..? 냉동 보관 한 후에 선물해도 되는건가요?
553,75,1106,지금주문하면 몇일뒤에 받아볼수있을까요??
554,75,1107,선물할 건데 메시지 작성이 가능한가요? 그리고 보통 주문하면 평일 낮에 도착하나요? 회사사람한테 선물할거라서요.
555,75,1108,호오옥시 작가님~ 페스츄리 파이지로 따로 만들어파실 생각은 없으신가요?🥺 지금도 맛있지만 페스츄리를 더 좋아하는 식감이라 따로 소량이라도 파시면...(질척질척)
556,76,1109,혹시 칼로리가 얼마나 되나요?
557,76,1110,작가님 혹시 설탕 빼고 제작가능하신가용?
558,77,1111,칙피스틱 다시 내주세요.!!!!!!
559,77,1112,메시지 확인 부탁드릴게요~!
560,77,1113,1.8일 주문했는데 배송된건가요~
561,77,1114,사장님~ 녹차는 이번주에 나오나용?!
562,77,1115,냉동보관한 제품은 어떡게 먹어요??
563,77,1116,혹시 배송일을 늦게 부탁드릴수도 있나요?
564,77,1117,일주일 전에 주문했는데 입금확인도 안되어있고 전화도 안받고 문자도 안받으시는데 어떻게 된건가요? 연락 좀 주세요 제발;;;;;;짜증나요
565,77,1118,"2월 1일 게릴라상품 주문건 아직 미배송이던데 
언제쯤 받아볼 수 있는 건가요??"
566,77,1119,쇼콜라주문했는데 초콜렛으로 잘못배송이된것같아요. 제가받은게아니라 선물한건데 ... 문의드려도 답변없으시고 전화기도 꺼져있다고하는데 어떻게해야하는건가요?;;;
567,77,1120,위에분 쇼콜라가 초콜렛 아닌가요...?...
568,78,1121,22일출고가능한지요?
569,78,1122,혹시 지금 시키면 25일 전에는 못받는거죠? ㅜㅜ
570,78,1123,언제받을수있나요?
571,78,1124,모든 문의는 메세지로 부탁드립니다🙏
572,78,1125,지금 시키면 내일 받을 수 있나요?
573,78,1126,저번달에 남자친구가 여기서 18개 사줬는데 너무 맛있게 먹어서 오늘 30개 또 주문해줬어요 벌써부터 기대중입니다❤️❤️❤️
574,78,1127,모든문의는 메세지로 부탁드립니다🙏🙏
575,78,1128,오늘 두번째시킨거 받았는데 너무 만족스러워요 너무 맛있어요 다음달엔 제가 주문해서 후기 꼭 쓸게요 ❤️❤️❤️
576,78,1129,⚠️⚠️모든문의는 메세지로⚠️⚠️ 부탁드립니다🙏🙏댓글은 확인이 늦거나 누락될수 있습니다🙏🙏🙏
577,78,1130,혹시 오늘 주문하면 19일까지 받을 수 있을까요
578,79,1131,연어연어! 용돈받으면 꼭 사러올게요!
579,80,1132,포기옵션란이 사라졌는데 이제 포기로 구매 안되는건가요?
580,80,1133,사장님 래디시는 없던데 구성에없나요 ??
581,80,1134,혹시바질도 포함되나요??
582,80,1135,무농약 인가요?
583,80,1136,혹시 아직 배송전일까요..?
584,80,1137,안녕하세요 혹시 지금시키면 내일배송출발 가능한가요?
585,80,1138,설 연휴 전 마지막 배송 일정이 어찌되나요??
586,80,1139,혹시 쓴맛나는 채소 제외하고 받을 수 있을까요? 저번에 배송받아서 너무 잘 먹었는데 아이가 씁쓸한 채소는 안 먹다보니 그것만 남아서요..
587,80,1140,17일에 주문했는데 기간이좀 걸리나요?
588,80,1141,감사합니당
589,81,1142,1월15일 금요일에 받고싶은데 언제주문하면되나요?
590,81,1143,안녕하세요 :) 16일날 받아보고싶은데 어떻게해야하나요
591,81,1144,안녕하세요! 육사시미240g로 주문시 1인분씩 별도 포장도 가능한가요?
592,81,1145,재구매할건데 토요일배송은 안되는건가요
593,81,1146,지금 주문하면 내일 받아볼수있을까요? 
594,81,1147,택배사어디인지알수잇을까요?
595,81,1148,1월6일 토요일에 받을수있나요?
596,81,1149,메시지좀 확안해주세요!!
597,81,1150,메세지 확인 부탁드립니다~!
598,81,1151,2월 20일 토요일날 받을 수 있을까요??
599,82,1152,언제 재판매 하시는지.. 엄마가 애타게 기다리십니다😆
600,82,1153,올해  10월11월부터 판매다시 하는건가요 다른데서 안사고 계속 기다리고 있어요ㅠ
601,82,1154,언제 판매하시나요오ㅠㅠㅔ
602,82,1155,기다리다 다른데서 살까하다가도 망할까봐 두려운데ㅠ 요기만기다리고있어여 이제10월이자나여ㅠㅠ언제 와여ㅠㅠ
603,82,1156,기다렸답니다...♡ 오늘 주문했어요! 고구마 여기가 짱이에요!^^
604,82,1157,와 드디어 나왓구나
605,82,1158,혹시 11월 말쯤에 사도 재고가 남아있을까요?ㅜㅜ 12월 말에 써야하는 거라 보관만 잘하면 쓸 수 있을지... 어떻게 해야할지 모르겠네요ㅠㅠ
606,82,1159,안녕하세요 작가님^^ 주문하고 어제 받았는데 후숙은 보통 얼마정도 해서 먹어야 되나요?
607,82,1160,로얄5키로는 판매 안하시나요 ㅠ
608,82,1161,15900원짜리 상품은 어딧나요?
609,83,1162,제가 소스를 빠뜨렸네요 진심 미안합니다
610,83,1163,냉동보관도 괜찮겠죠?
611,83,1164,주문할까 고민인데요. 31일에 물건 딱 받으려면 언제주문해야하나요? 
612,83,1165,"31일에 먹으려고 하는데요
30일에 주문하면될까요?"
613,83,1166,오늘 주문하면 토요일에 받아 볼 수 있나요?
614,83,1167,예약되나요?
615,83,1168,방금 주문했는데 내일까지받아볼수있을까요??ㅠ
616,83,1169,기본에 생강이 포함되어 있나요?
